year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown
2018-2019,Rabi,Rangareddy,Kandukur,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Maheshwaram,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Serilingampally,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Gandipet,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Rajendranagar,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Shamshabad,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Keshampet,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Kothur,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Nandigam,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Farooqnagar,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Kondurg,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Chowdergudem,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Shankarpally,Chillies,0,0
2018-2019,Rabi,Rangareddy,Moinabad,Chillies,0,0
2018-2019,Rabi,Rangareddy,Chevella,Chillies,0,0
2018-2019,Rabi,Rangareddy,Shabad,Chillies,1,0
2018-2019,Rabi,Rangareddy,Hayathnagar,Chillies,0,0
2018-2019,Rabi,Rangareddy,Abdullapurmet,Chillies,0,0
2018-2019,Rabi,Rangareddy,Ibrahimpatnam,Chillies,2,0
2018-2019,Rabi,Rangareddy,Manchal,Chillies,2,0
2018-2019,Rabi,Rangareddy,Yacharam,Chillies,0,0
2018-2019,Rabi,Rangareddy,Madgul,Chillies,9,8
2018-2019,Rabi,Rangareddy,Balapur,Chillies,0,0
2018-2019,Rabi,Rangareddy,Saroornagar,Chillies,0,0
2018-2019,Rabi,Rangareddy,Amangal,Chillies,1,0
2018-2019,Rabi,Rangareddy,Talakondapally,Chillies,2,3
2018-2019,Rabi,Rangareddy,Kadthal,Chillies,0,0
2018-2019,Rabi,Rangareddy,Kandukur,Chillies,0,0
2018-2019,Rabi,Rangareddy,Maheshwaram,Chillies,23,0
2018-2019,Rabi,Rangareddy,Serilingampally,Chillies,0,0
